"日期","收市","開市","高","低","成交量","更改%"
"2019年4月17日","261.50","260.00","263.00","259.50","39.04B","1.75%"
"2019年4月16日","257.00","257.00","257.00","255.50","20.23B","0.59%"
"2019年4月15日","255.50","255.00","256.00","254.00","17.26B","1.39%"
"2019年4月12日","252.00","251.50","253.00","251.00","13.89B","0.00%"
"2019年4月11日","252.00","253.00","254.00","251.50","25.15B","-0.79%"
"2019年4月10日","254.00","253.00","254.50","252.00","33.17B","0.00%"
"2019年4月9日","254.00","253.00","254.00","252.00","22.75B","0.40%"
"2019年4月8日","253.00","251.00","253.00","250.50","46.43B","2.64%"
"2019年4月3日","246.50","249.00","249.00","246.50","28.58B","0.20%"
"2019年4月2日","246.00","249.50","249.50","246.00","25.19B","0.20%"
"2019年4月1日","245.50","251.00","251.00","245.00","35.33B","0.00%"
"2019年3月29日","245.50","243.00","245.50","240.50","31.02B","1.45%"
"2019年3月28日","242.00","240.50","242.50","240.00","14.00B","0.21%"
"2019年3月27日","241.50","242.00","242.50","240.50","23.62B","-1.02%"
"2019年3月26日","244.00","243.00","244.00","241.00","21.05B","1.04%"
"2019年3月25日","241.50","240.50","243.50","240.50","19.27B","-2.82%"
"2019年3月22日","248.50","248.00","248.50","244.50","23.00B","1.22%"
"2019年3月21日","245.50","242.50","245.50","241.00","27.51B","1.45%"
"2019年3月20日","242.00","242.00","242.00","239.50","23.06B","0.62%"
"2019年3月19日","240.50","239.00","240.50","238.00","14.62B","-0.21%"
"2019年3月18日","241.00","239.50","241.00","239.00","27.04B","0.84%"
"2019年3月15日","239.00","237.00","239.50","235.50","34.54B","1.92%"
"2019年3月14日","234.50","239.00","239.00","234.00","17.28B","-1.05%"
"2019年3月13日","237.00","234.00","237.00","234.00","22.49B","0.64%"
"2019年3月12日","235.50","233.00","237.00","232.50","23.84B","2.17%"
"2019年3月11日","230.50","228.00","230.50","227.50","34.28B","0.22%"
"2019年3月8日","230.00","231.00","231.50","229.00","22.54B","-1.71%"
"2019年3月7日","234.00","235.00","235.00","233.00","17.23B","0.00%"
"2019年3月6日","234.00","235.00","235.50","233.50","20.81B","0.43%"
"2019年3月5日","233.00","234.00","234.50","232.50","23.71B","-1.06%"
"2019年3月4日","235.50","239.50","239.50","234.50","45.16B","-1.46%"
"2019年2月27日","239.00","238.50","239.50","237.00","37.95B","-0.21%"
"2019年2月26日","239.50","239.00","240.00","236.50","24.59B","0.63%"
"2019年2月25日","238.00","237.50","239.00","236.00","25.23B","0.63%"
"2019年2月22日","236.50","235.50","236.50","234.00","22.03B","0.00%"
"2019年2月21日","236.50","235.50","236.50","234.50","34.01B","0.85%"
"2019年2月20日","234.50","231.50","234.50","231.00","31.89B","2.40%"
"2019年2月19日","229.00","230.00","230.50","229.00","18.42B","-0.43%"
"2019年2月18日","230.00","229.00","230.50","228.50","18.16B","1.32%"
"2019年2月15日","227.00","229.00","229.00","226.50","22.37B","0.00%"
"2019年2月14日","227.00","229.50","230.00","226.00","23.65B","-0.87%"
"2019年2月13日","229.00","232.00","232.00","228.50","28.63B","-0.43%"
"2019年2月12日","230.00","230.00","230.00","229.00","30.13B","0.88%"
"2019年2月11日","228.00","228.00","229.00","226.50","81.36B","3.17%"
"2019年1月30日","221.00","220.50","221.50","220.00","51.89B","-0.67%"
"2019年1月29日","222.50","222.50","225.00","222.00","42.57B","-2.84%"
"2019年1月28日","229.00","229.50","229.50","228.00","29.13B","1.33%"
"2019年1月25日","226.00","226.50","227.00","225.00","48.04B","1.57%"
"2019年1月24日","222.50","222.50","222.50","220.50","31.35B","0.91%"
"2019年1月23日","220.50","221.50","222.00","220.00","18.67B","-1.12%"
"2019年1月22日","223.00","220.00","223.00","219.00","30.96B","0.90%"
"2019年1月21日","221.00","220.00","223.00","220.00","32.52B","1.14%"
"2019年1月18日","218.50","219.00","220.00","217.50","52.68B","-0.91%"
"2019年1月17日","220.50","218.00","221.00","218.00","21.16B","1.38%"
"2019年1月16日","217.50","218.50","220.00","217.50","30.04B","-1.58%"
"2019年1月15日","221.00","216.50","221.00","215.50","42.99B","1.14%"
"2019年1月14日","218.50","218.50","220.00","217.00","17.61B","-0.91%"
"2019年1月11日","220.50","219.00","220.50","218.00","28.66B","2.08%"
"2019年1月10日","216.00","216.00","216.50","214.50","20.83B","0.23%"
"2019年1月9日","215.50","212.00","216.50","211.00","51.26B","2.13%"
"2019年1月8日","211.00","212.00","212.50","210.00","23.79B","-0.94%"
"2019年1月7日","213.00","212.00","214.00","211.00","35.70B","2.40%"
"2019年1月4日","208.00","211.50","211.50","206.50","67.04B","-3.48%"
"2019年1月3日","215.50","214.00","218.00","214.00","34.62B","-1.82%"
"2019年1月2日","219.50","226.50","226.50","219.00","32.90B","-2.66%"
"2018年12月28日","225.50","223.50","225.50","222.50","30.16B","1.12%"
"2018年12月27日","223.00","222.00","224.00","220.50","21.92B","3.00%"
"2018年12月26日","216.50","218.50","219.50","216.00","16.89B","-0.46%"
"2018年12月25日","217.50","215.50","218.00","215.00","19.40B","-1.14%"
"2018年12月24日","220.00","221.50","221.50","219.50","23.38B","-0.68%"
"2018年12月22日","221.50","220.00","221.50","220.00","5.19B","-0.89%"
"2018年12月21日","223.50","219.00","224.00","219.00","46.95B","1.13%"
"2018年12月20日","221.00","221.00","222.50","221.00","38.70B","-2.00%"
"2018年12月19日","225.50","222.00","225.50","222.00","23.42B","1.35%"
"2018年12月18日","222.50","221.00","223.00","220.50","30.27B","-0.45%"
"2018年12月17日","223.50","221.00","225.00","220.00","18.96B","0.45%"
"2018年12月14日","222.50","223.00","223.50","220.50","43.23B","-1.55%"
"2018年12月13日","226.00","227.00","227.50","225.00","32.43B","-0.22%"
"2018年12月12日","226.50","223.50","227.00","222.50","32.93B","1.80%"
"2018年12月11日","222.50","220.00","223.00","219.00","27.40B","1.60%"
"2018年12月10日","219.00","219.50","220.00","218.50","26.23B","-0.90%"
"2018年12月7日","221.00","222.50","223.50","220.50","32.00B","0.45%"
"2018年12月6日","220.00","220.00","222.00","219.50","40.18B","-2.65%"
"2018年12月5日","226.00","226.50","227.50","225.00","45.63B","-3.42%"
"2018年12月4日","234.00","233.00","234.50","231.00","41.95B","-0.43%"
"2018年12月3日","235.00","231.00","235.00","231.00","49.61B","4.21%"
"2018年11月30日","225.50","229.50","231.00","225.50","57.35B","-1.53%"
"2018年11月29日","229.00","231.50","231.50","229.00","46.21B","1.10%"
"2018年11月28日","226.50","222.50","227.00","222.00","24.76B","1.12%"
"2018年11月27日","224.00","220.00","224.50","219.00","32.68B","0.45%"
"2018年11月26日","223.00","219.00","224.00","218.50","35.27B","2.06%"
"2018年11月23日","218.50","220.50","220.50","217.00","15.55B","-0.23%"
"2018年11月22日","219.00","221.50","222.00","219.00","22.06B","0.00%"
"2018年11月21日","219.00","214.50","220.00","214.00","38.48B","0.46%"
"2018年11月20日","218.00","219.00","220.50","218.00","45.69B","-1.80%"
"2018年11月19日","222.00","225.00","225.00","221.00","51.03B","-1.77%"
"2018年11月16日","226.00","229.00","229.00","225.00","47.14B","-2.16%"
"2018年11月15日","231.00","229.50","232.00","228.50","22.23B","1.09%"
"2018年11月14日","228.50","230.00","231.00","228.50","24.57B","0.44%"
"2018年11月13日","227.50","224.50","228.00","224.50","37.57B","-1.73%"
"2018年11月12日","231.50","230.00","234.50","230.00","26.20B","0.22%"
"2018年11月9日","231.00","234.50","234.50","231.00","23.79B","-2.33%"
"2018年11月8日","236.50","237.50","237.50","236.00","28.09B","1.07%"
"2018年11月7日","234.00","233.00","236.00","232.50","39.84B","-0.21%"
"2018年11月6日","234.50","234.00","235.50","232.50","35.50B","-0.21%"
"2018年11月5日","235.00","233.00","235.50","232.00","28.16B","-0.63%"
"2018年11月2日","236.50","236.50","236.50","233.50","30.79B","0.42%"
"2018年11月1日","235.50","236.00","237.00","233.00","44.51B","0.64%"
"2018年10月31日","234.00","228.00","234.00","228.00","59.93B","4.93%"
"2018年10月30日","223.00","221.00","225.00","220.50","29.09B","0.22%"
"2018年10月29日","222.50","223.00","224.00","221.00","18.46B","0.68%"
"2018年10月26日","221.00","223.00","224.00","217.00","54.07B","0.68%"
"2018年10月25日","219.50","220.50","222.00","219.50","75.52B","-4.36%"
"2018年10月24日","229.50","230.00","231.00","227.00","45.48B","-0.22%"
"2018年10月23日","230.00","232.00","234.00","230.00","36.76B","-2.95%"
"2018年10月22日","237.00","232.50","238.00","231.50","29.28B","0.42%"
"2018年10月19日","236.00","231.00","236.50","230.00","29.65B","-0.21%"
"2018年10月18日","236.50","238.00","239.00","235.50","27.79B","-0.84%"
"2018年10月17日","238.50","241.50","243.00","238.00","42.89B","0.63%"
"2018年10月16日","237.00","229.50","237.00","229.00","39.13B","2.82%"
"2018年10月15日","230.50","234.00","234.00","230.50","46.47B","-2.74%"
"2018年10月12日","237.00","231.00","237.00","229.00","54.44B","4.18%"
"2018年10月11日","227.50","233.50","233.50","227.00","96.03B","-6.76%"
"2018年10月9日","244.00","243.50","245.00","242.00","28.93B","0.21%"
"2018年10月8日","243.50","245.50","246.50","241.00","51.08B","-2.60%"
"2018年10月5日","250.00","250.00","253.00","248.50","40.40B","-1.57%"
"2018年10月4日","254.00","257.00","257.50","254.00","38.01B","-2.31%"
"2018年10月3日","260.00","257.50","260.00","257.00","25.23B","0.97%"
"2018年10月2日","257.50","262.00","263.00","257.00","38.39B","-2.09%"
"2018年10月1日","263.00","262.00","264.00","261.00","22.41B","0.19%"
"2018年9月28日","262.50","266.00","266.00","260.00","39.64B","-0.94%"
"2018年9月27日","265.00","264.00","266.00","262.00","38.49B","0.57%"
"2018年9月26日","263.50","263.00","263.50","261.00","25.06B","0.00%"
"2018年9月25日","263.50","261.50","264.00","260.50","24.98B","0.76%"
"2018年9月21日","261.50","261.50","261.50","258.00","36.50B","0.58%"
"2018年9月20日","260.00","261.50","261.50","257.50","35.58B","0.78%"
"2018年9月19日","258.00","258.00","260.00","257.00","69.98B","1.38%"
"2018年9月18日","254.50","256.50","257.00","254.00","34.38B","-1.36%"
"2018年9月17日","258.00","262.50","262.50","257.00","25.04B","-1.15%"
"2018年9月14日","261.00","257.00","261.50","257.00","40.03B","2.35%"
"2018年9月13日","255.00","260.00","260.00","253.50","37.96B","-2.11%"
"2018年9月12日","260.50","261.00","262.00","258.00","38.41B","0.19%"
"2018年9月11日","260.00","263.00","263.50","258.00","44.98B","-1.70%"
"2018年9月10日","264.50","266.50","266.50","262.50","62.85B","0.19%"
"2018年9月7日","264.00","263.00","264.00","260.50","44.75B","1.15%"
"2018年9月6日","261.00","268.00","268.00","261.00","39.78B","-1.14%"
"2018年9月5日","264.00","260.00","264.50","259.00","52.71B","2.52%"
"2018年9月4日","257.50","258.50","259.50","255.50","41.46B","0.19%"
"2018年9月3日","257.00","259.00","260.00","256.50","34.51B","0.39%"
"2018年8月31日","256.00","257.50","259.00","254.00","70.00B","-2.85%"
"2018年8月30日","263.50","264.50","268.00","262.50","52.62B","1.74%"
"2018年8月29日","259.00","253.50","259.00","253.50","57.63B","3.81%"
"2018年8月28日","249.50","248.50","250.00","248.00","40.41B","1.84%"
"2018年8月27日","245.00","246.00","246.50","244.50","15.58B","0.62%"
"2018年8月24日","243.50","245.50","246.00","243.00","15.45B","-0.41%"
"2018年8月23日","244.50","243.00","244.50","243.00","17.22B","1.03%"
"2018年8月22日","242.00","241.50","242.50","240.50","12.68B","0.41%"
"2018年8月21日","241.00","239.00","241.00","238.50","13.87B","0.63%"
"2018年8月20日","239.50","239.50","240.00","238.00","17.01B","0.00%"
"2018年8月17日","239.50","239.50","241.00","239.00","19.63B","0.21%"
"2018年8月16日","239.00","238.00","241.50","238.00","19.15B","-1.04%"
"2018年8月15日","241.50","244.50","244.50","239.50","19.24B","-0.82%"
"2018年8月14日","243.50","245.00","245.00","242.50","17.49B","1.25%"
"2018年8月13日","240.50","241.50","243.00","239.00","17.88B","-1.84%"
"2018年8月10日","245.00","246.50","247.00","244.50","16.12B","-0.81%"
"2018年8月9日","247.00","247.00","248.00","246.00","15.13B","-0.20%"
"2018年8月8日","247.50","245.00","247.50","244.50","24.38B","2.48%"
"2018年8月7日","241.50","245.00","245.50","241.50","24.35B","-1.63%"
"2018年8月6日","245.50","245.00","247.00","244.00","22.36B","-0.61%"
"2018年8月3日","247.00","246.00","248.00","245.00","25.17B","1.02%"
"2018年8月2日","244.50","249.00","249.50","243.50","22.77B","-1.41%"
"2018年8月1日","248.00","247.00","248.00","246.50","29.78B","0.81%"
"2018年7月31日","246.00","243.50","246.00","242.00","28.20B","0.20%"
"2018年7月30日","245.50","244.50","245.50","244.00","22.80B","0.41%"
"2018年7月27日","244.50","242.00","244.50","241.00","27.13B","1.45%"
"2018年7月26日","241.00","241.00","242.50","239.50","30.86B","0.21%"
"2018年7月25日","240.50","239.00","241.00","239.00","21.53B","-0.21%"
"2018年7月24日","241.00","240.00","241.50","238.50","27.47B","0.00%"
"2018年7月23日","241.00","239.00","245.00","238.50","52.27B","1.47%"
"2018年7月20日","237.50","235.00","237.50","233.00","103.65B","5.79%"
"2018年7月19日","224.50","225.50","227.00","224.50","43.98B","0.67%"
"2018年7月18日","223.00","223.00","224.00","222.00","45.80B","0.68%"
"2018年7月17日","221.50","222.50","223.50","221.00","22.55B","-0.89%"
"2018年7月16日","223.50","224.50","225.00","223.50","16.11B","-0.45%"
"2018年7月13日","224.50","222.50","224.50","222.50","30.42B","1.81%"
"2018年7月12日","220.50","218.00","222.00","218.00","23.81B","0.23%"
"2018年7月11日","220.00","220.00","220.00","218.00","19.85B","-0.90%"
"2018年7月10日","222.00","223.00","224.00","222.00","20.20B","0.23%"
"2018年7月9日","221.50","219.50","223.00","218.50","41.17B","2.07%"
"2018年7月6日","217.00","217.50","217.50","215.00","31.34B","1.17%"
"2018年7月5日","214.50","214.00","215.00","213.00","18.23B","-0.69%"
"2018年7月4日","216.00","217.00","217.50","215.50","15.36B","0.70%"
"2018年7月3日","214.50","215.50","218.00","213.50","28.66B","0.23%"
"2018年7月2日","214.00","218.50","219.00","214.00","33.50B","-1.15%"
"2018年6月29日","216.50","212.00","217.00","212.00","36.85B","2.12%"
"2018年6月28日","212.00","211.00","214.50","210.00","38.82B","-0.47%"
"2018年6月27日","213.00","216.00","216.00","212.50","40.86B","-0.70%"
"2018年6月26日","214.50","215.50","216.00","212.50","43.08B","-1.61%"
"2018年6月25日","218.00","220.00","220.50","218.00","49.06B","-4.18%"
"2018年6月22日","227.50","224.50","227.50","224.00","44.21B","0.44%"
"2018年6月21日","226.50","227.50","228.00","226.00","32.57B","0.22%"
"2018年6月20日","226.00","224.50","227.50","223.50","40.71B","0.44%"
"2018年6月19日","225.00","225.50","226.00","224.00","61.14B","-2.60%"
"2018年6月15日","231.00","225.00","231.00","224.00","49.51B","1.99%"
"2018年6月14日","226.50","230.00","230.00","226.50","36.93B","-2.37%"
"2018年6月13日","232.00","229.00","232.00","228.00","36.08B","1.31%"
"2018年6月12日","229.00","225.00","229.00","224.00","30.19B","1.33%"
"2018年6月11日","226.00","226.50","227.00","225.00","22.03B","-0.44%"
"2018年6月8日","227.00","229.00","229.00","226.00","24.19B","-1.30%"
"2018年6月7日","230.00","231.00","231.50","228.00","25.28B","0.00%"
"2018年6月6日","230.00","229.00","230.00","227.00","30.38B","0.44%"
"2018年6月5日","229.00","230.00","230.00","226.50","27.71B","0.00%"
"2018年6月4日","229.00","227.50","229.00","227.00","31.26B","2.23%"
"2018年6月1日","224.00","224.50","226.50","224.00","36.65B","0.00%"
"2018年5月31日","224.00","221.50","224.00","220.50","96.59B","1.36%"
"2018年5月30日","221.00","224.00","224.00","220.50","49.67B","-1.78%"
"2018年5月29日","225.00","226.50","226.50","223.50","25.77B","-0.88%"
"2018年5月28日","227.00","229.50","230.00","226.50","17.67B","-0.66%"
"2018年5月25日","228.50","228.50","229.50","228.00","16.49B","-0.22%"
"2018年5月24日","229.00","229.50","230.00","228.50","13.45B","0.22%"
"2018年5月23日","228.50","231.50","231.50","228.50","26.74B","-0.22%"
"2018年5月22日","229.00","230.00","233.50","229.00","22.42B","0.00%"
"2018年5月21日","229.00","225.00","230.00","225.00","16.42B","2.46%"
"2018年5月18日","223.50","225.50","227.50","223.50","28.19B","-1.32%"
"2018年5月17日","226.50","231.00","231.50","226.50","27.70B","-1.74%"
"2018年5月16日","230.50","229.50","230.50","228.50","14.83B","0.00%"
"2018年5月15日","230.50","233.50","234.00","229.50","23.77B","-1.07%"
"2018年5月14日","233.00","234.50","234.50","232.50","23.58B","0.00%"
"2018年5月11日","233.00","232.00","234.00","230.50","30.69B","1.53%"
"2018年5月10日","229.50","231.00","231.50","229.00","27.53B","0.00%"
"2018年5月9日","229.50","228.50","232.00","228.50","35.60B","0.66%"
"2018年5月8日","228.00","224.00","228.50","223.50","40.32B","2.01%"
"2018年5月7日","223.50","225.00","225.50","221.50","23.75B","0.22%"
"2018年5月4日","223.00","221.00","224.00","220.50","28.48B","1.13%"
"2018年5月3日","220.50","221.00","222.50","220.00","33.51B","-1.12%"
"2018年5月2日","223.00","227.00","227.50","222.50","38.44B","-1.76%"
"2018年4月30日","227.00","224.50","228.00","222.50","28.50B","1.57%"
"2018年4月27日","223.50","225.00","225.50","221.00","34.44B","0.68%"
"2018年4月26日","222.00","225.00","225.50","221.00","48.18B","-1.33%"
"2018年4月25日","225.00","225.50","226.00","224.00","48.97B","-0.88%"
"2018年4月24日","227.00","225.00","227.50","225.00","45.21B","0.22%"
"2018年4月23日","226.50","226.50","227.50","225.00","71.90B","-1.09%"
"2018年4月20日","229.00","228.00","231.50","228.00","129.89B","-6.34%"
"2018年4月19日","244.50","242.00","244.50","241.00","33.23B","2.73%"
"2018年4月18日","238.00","239.50","241.50","236.50","44.77B","0.00%"
"2018年4月17日","238.00","243.00","243.50","237.50","42.76B","-2.26%"
"2018年4月16日","243.50","243.00","244.00","242.00","21.61B","-0.41%"
"2018年4月13日","244.50","246.00","246.00","244.00","19.95B","-0.20%"
"2018年4月12日","245.00","248.50","248.50","244.00","20.48B","-1.21%"
"2018年4月11日","248.00","246.50","248.50","246.50","21.78B","1.02%"
"2018年4月10日","245.50","244.50","249.00","243.50","25.27B","0.20%"
"2018年4月9日","245.00","248.00","248.00","243.50","35.46B","0.41%"
"2018年4月3日","244.00","243.00","244.50","242.00","35.81B","-1.01%"
"2018年4月2日","246.50","248.50","249.00","245.00","19.03B","-0.40%"
"2018年3月31日","247.50","247.50","249.00","246.50","3.60B","0.61%"
"2018年3月30日","246.00","247.50","249.50","246.00","17.00B","0.82%"
"2018年3月29日","244.00","243.00","247.00","242.50","36.43B","-0.41%"
"2018年3月28日","245.00","247.50","248.00","244.00","29.92B","-2.39%"
"2018年3月27日","251.00","248.00","251.00","247.00","31.10B","3.08%"
"2018年3月26日","243.50","241.50","244.50","241.50","39.49B","-0.61%"
"2018年3月23日","245.00","245.00","247.00","244.00","52.97B","-2.58%"
"2018年3月22日","251.50","254.50","254.50","249.50","27.00B","-0.40%"
"2018年3月21日","252.50","255.00","255.00","251.00","32.98B","-0.20%"
"2018年3月20日","253.00","253.00","254.00","251.50","22.34B","-0.78%"
"2018年3月19日","255.00","252.50","255.50","251.00","22.44B","0.00%"
"2018年3月16日","255.00","253.00","256.00","249.50","62.99B","0.00%"
"2018年3月15日","255.00","258.00","258.00","255.00","19.40B","-0.78%"
"2018年3月14日","257.00","256.50","257.50","255.50","24.25B","-0.77%"
"2018年3月13日","259.00","255.50","259.00","255.00","34.26B","1.97%"
"2018年3月12日","254.00","252.00","255.00","251.50","25.10B","1.40%"
"2018年3月9日","250.50","250.00","251.00","248.50","22.89B","0.40%"
"2018年3月8日","249.50","249.50","251.50","249.00","20.64B","1.01%"
"2018年3月7日","247.00","248.00","248.50","246.00","30.39B","-1.20%"
"2018年3月6日","250.00","245.50","250.00","245.50","36.94B","3.52%"
"2018年3月5日","241.50","242.50","243.00","240.50","27.34B","0.63%"
"2018年3月2日","240.00","240.00","241.00","238.50","35.29B","-1.23%"
"2018年3月1日","243.00","244.00","245.00","242.00","43.85B","-1.22%"
"2018年2月27日","246.00","250.50","250.50","246.00","44.70B","-0.20%"
"2018年2月26日","246.50","247.00","247.50","245.00","36.17B","0.61%"
"2018年2月23日","245.00","241.00","245.00","241.00","26.99B","2.30%"
"2018年2月22日","239.50","244.00","244.00","239.00","45.49B","-1.24%"
"2018年2月21日","242.50","244.50","244.50","242.00","76.40B","2.54%"
"2018年2月12日","236.50","235.50","237.50","235.00","42.92B","1.72%"
"2018年2月9日","232.50","230.00","233.00","228.50","65.94B","-2.52%"
"2018年2月8日","238.50","239.50","242.00","238.00","31.19B","-0.63%"
"2018年2月7日","240.00","245.00","245.50","239.50","82.30B","0.42%"
"2018年2月6日","239.00","242.50","243.50","234.00","104.45B","-5.53%"
"2018年2月5日","253.00","251.00","254.50","250.50","46.55B","-2.50%"
"2018年2月2日","259.50","259.00","260.00","255.00","25.71B","0.00%"
"2018年2月1日","259.50","257.50","261.00","257.00","30.90B","1.76%"
"2018年1月31日","255.00","253.00","257.50","252.00","45.81B","0.79%"
"2018年1月30日","253.00","256.00","257.50","252.50","37.41B","-2.13%"
"2018年1月29日","258.50","259.00","261.50","255.00","31.31B","1.37%"
"2018年1月26日","255.00","256.50","257.50","253.50","43.51B","-1.16%"
"2018年1月25日","258.00","258.00","264.00","256.50","46.21B","0.00%"
"2018年1月24日","258.00","263.00","263.00","256.50","42.60B","-3.01%"
"2018年1月23日","266.00","262.50","266.00","262.50","34.61B","1.72%"
"2018年1月22日","261.50","257.50","262.00","257.00","45.91B","2.35%"
"2018年1月19日","255.50","253.50","255.50","251.50","55.06B","2.82%"
"2018年1月18日","248.50","245.00","250.00","245.00","50.12B","2.69%"
"2018年1月17日","242.00","240.50","243.00","239.00","38.12B","0.62%"
"2018年1月16日","240.50","240.00","240.50","238.00","23.41B","0.21%"
"2018年1月15日","240.00","240.00","240.00","238.00","28.58B","1.27%"
"2018年1月12日","237.00","234.50","238.00","233.50","23.14B","0.85%"
"2018年1月11日","235.00","235.00","236.00","232.50","32.07B","-0.63%"
"2018年1月10日","236.50","241.50","242.00","236.00","25.72B","-2.27%"
"2018年1月9日","242.00","242.00","242.00","239.50","19.04B","0.00%"
"2018年1月8日","242.00","242.00","242.50","240.50","21.85B","0.83%"
"2018年1月5日","240.00","240.00","240.00","238.00","23.72B","0.21%"
"2018年1月4日","239.50","240.00","240.00","236.50","29.18B","1.05%"
"2018年1月3日","237.00","236.00","238.00","235.50","31.71B","1.94%"
"2018年1月2日","232.50","231.50","232.50","231.00","18.06B","1.31%"
"2017年12月29日","229.50","227.50","230.00","226.50","25.61B","1.55%"
"2017年12月28日","226.00","226.50","228.00","225.00","24.37B","0.44%"
"2017年12月27日","225.00","225.00","226.00","225.00","12.52B","-0.44%"
"2017年12月26日","226.00","229.00","229.00","225.00","13.75B","-1.09%"
"2017年12月25日","228.50","228.00","229.50","226.50","4.58B","0.44%"
"2017年12月22日","227.50","225.00","227.50","224.00","19.11B","1.11%"
"2017年12月21日","225.00","226.50","227.00","224.50","20.83B","0.22%"
"2017年12月20日","224.50","225.00","225.50","223.50","34.51B","-0.22%"
"2017年12月19日","225.00","226.50","228.50","224.00","25.90B","-0.88%"
"2017年12月18日","227.00","227.00","228.00","226.50","15.70B","-1.30%"
"2017年12月15日","230.00","228.50","230.00","226.50","42.72B","-0.22%"
"2017年12月14日","230.50","228.00","230.50","227.50","17.26B","1.54%"
"2017年12月13日","227.00","227.50","228.00","226.50","19.62B","-0.22%"
"2017年12月12日","227.50","229.50","229.50","225.00","28.19B","0.00%"
"2017年12月11日","227.50","228.50","229.00","227.00","20.65B","0.22%"
"2017年12月8日","227.00","231.00","231.00","224.50","38.18B","0.22%"
"2017年12月7日","226.50","226.50","226.50","222.50","41.62B","-0.22%"
"2017年12月6日","227.00","228.00","229.50","226.50","34.03B","-1.09%"
"2017年12月5日","229.50","231.00","231.00","228.50","30.19B","-1.92%"
"2017年12月4日","234.00","232.50","234.50","231.00","22.94B","1.30%"
"2017年12月1日","231.00","228.50","233.50","227.50","38.36B","2.21%"
"2017年11月30日","226.00","226.50","230.50","226.00","112.26B","-3.62%"
"2017年11月29日","234.50","235.00","236.00","234.50","26.54B","0.21%"
"2017年11月28日","234.00","234.50","235.00","233.00","47.83B","-1.27%"
"2017年11月27日","237.00","240.00","240.00","237.00","32.25B","-2.87%"
"2017年11月24日","244.00","242.00","244.50","241.50","11.40B","0.62%"
"2017年11月23日","242.50","242.00","243.50","241.50","9.56B","0.21%"
"2017年11月22日","242.00","244.50","244.50","242.00","27.25B","-0.41%"
"2017年11月21日","243.00","240.00","243.00","239.50","22.88B","1.89%"
"2017年11月20日","238.50","241.00","241.50","238.00","19.81B","-1.24%"
"2017年11月17日","241.50","240.50","242.50","240.50","18.74B","1.47%"
"2017年11月16日","238.00","238.00","240.00","237.50","17.27B","0.21%"
"2017年11月15日","237.50","239.00","239.50","236.00","29.72B","-1.04%"
"2017年11月14日","240.00","241.00","241.00","239.00","17.23B","0.21%"
"2017年11月13日","239.50","240.00","241.50","239.50","12.09B","-0.42%"
"2017年11月10日","240.50","240.00","242.00","239.50","15.06B","-0.21%"
"2017年11月9日","241.00","240.50","243.00","240.00","21.37B","-0.62%"
"2017年11月8日","242.50","243.00","243.50","242.00","14.58B","-0.61%"
"2017年11月7日","244.00","242.00","244.00","241.50","21.69B","1.88%"
"2017年11月6日","239.50","243.50","244.00","239.00","21.03B","0.21%"
"2017年11月3日","239.00","240.50","241.00","238.50","18.33B","-0.83%"
"2017年11月2日","241.00","242.00","242.50","240.50","16.31B","-0.62%"
"2017年11月1日","242.50","243.50","245.00","241.50","20.47B","-0.21%"
"2017年10月31日","243.00","243.50","245.00","241.50","22.58B","0.00%"
"2017年10月30日","243.00","242.00","245.00","241.50","30.24B","1.67%"
"2017年10月27日","239.00","237.50","240.00","237.50","18.04B","1.27%"
"2017年10月26日","236.00","237.00","238.00","236.00","12.96B","-0.84%"
"2017年10月25日","238.00","238.50","239.00","237.50","17.21B","0.00%"
"2017年10月24日","238.00","240.00","240.00","238.00","16.10B","-0.42%"
"2017年10月23日","239.00","239.00","240.00","238.50","15.96B","0.63%"
"2017年10月20日","237.50","238.00","239.50","237.50","27.06B","-0.63%"
"2017年10月19日","239.00","239.50","241.50","239.00","23.48B","0.63%"
"2017年10月18日","237.50","239.50","239.50","237.00","28.97B","0.85%"
"2017年10月17日","235.50","238.00","238.00","235.00","17.65B","-1.05%"
"2017年10月16日","238.00","237.50","238.00","236.00","20.67B","0.21%"
"2017年10月13日","237.50","237.50","237.50","234.50","23.15B","0.00%"
"2017年10月12日","237.50","235.00","237.50","234.50","44.18B","1.93%"
"2017年10月11日","233.00","226.50","233.50","226.50","67.65B","3.79%"
"2017年10月6日","224.50","225.00","225.50","223.50","16.04B","0.00%"
"2017年10月5日","224.50","222.00","225.50","222.00","25.40B","0.90%"
"2017年10月3日","222.50","219.00","223.00","219.00","38.33B","0.91%"
"2017年10月2日","220.50","219.50","220.50","218.50","28.36B","1.85%"
"2017年9月30日","216.50","218.00","218.50","216.50","4.25B","0.00%"
"2017年9月29日","216.50","216.00","217.50","215.50","23.95B","1.17%"
"2017年9月28日","214.00","215.00","216.00","213.50","31.62B","-0.47%"
"2017年9月27日","215.00","217.50","217.50","215.00","24.79B","0.47%"
"2017年9月26日","214.00","217.50","218.00","214.00","25.00B","-1.38%"
"2017年9月25日","217.00","217.50","218.50","217.00","17.46B","-0.69%"
"2017年9月22日","218.50","221.50","222.00","218.50","22.46B","-1.13%"
"2017年9月21日","221.00","221.00","223.00","220.00","18.65B","-0.23%"
"2017年9月20日","221.50","221.00","222.00","220.00","23.43B","0.00%"
