"日期","收市","開市","高","低","成交量","更改%"
"2016年3月2日","153.00","154.00","154.50","153.00","36.10M","0.66%"
"2016年3月1日","152.00","148.50","152.00","148.50","44.05M","2.01%"
"2016年2月26日","149.00","151.00","151.50","148.00","46.43M","-1.00%"
"2016年2月25日","150.50","149.00","151.00","148.50","25.23M","1.69%"
"2016年2月24日","148.00","149.50","150.50","147.00","22.08M","-1.00%"
"2016年2月23日","149.50","150.50","151.00","149.00","22.50M","-0.99%"
"2016年2月22日","151.00","149.50","152.50","149.50","29.75M","0.00%"
"2016年2月19日","151.00","149.00","151.00","149.00","37.44M","0.00%"
"2016年2月18日","151.00","150.00","151.00","149.50","61.88M","2.03%"
"2016年2月17日","148.00","149.00","149.00","147.00","38.49M","0.34%"
"2016年2月16日","147.50","146.00","148.00","145.50","56.36M","1.72%"
"2016年2月15日","145.00","142.00","146.50","142.00","77.06M","-0.68%"
"2016年2月3日","146.00","145.00","146.00","144.50","71.65M","2.46%"
"2016年2月2日","142.50","144.00","144.50","141.50","25.40M","-1.04%"
"2016年2月1日","144.00","144.00","144.00","141.50","43.83M","1.41%"
"2016年1月30日","142.00","142.50","143.00","141.00","11.87M","-0.70%"
"2016年1月29日","143.00","138.50","143.00","138.00","57.56M","2.14%"
"2016年1月28日","140.00","138.00","140.50","138.00","37.91M","0.36%"
"2016年1月27日","139.50","139.00","139.50","138.50","24.55M","1.45%"
"2016年1月26日","137.50","137.50","139.00","137.00","24.10M","-1.43%"
"2016年1月25日","139.50","140.00","140.00","139.00","27.21M","0.72%"
"2016年1月22日","138.50","136.50","138.50","136.00","33.93M","2.59%"
"2016年1月21日","135.00","134.00","136.50","134.00","31.96M","0.37%"
"2016年1月20日","134.50","137.50","137.50","133.50","44.42M","-2.54%"
"2016年1月19日","138.00","137.50","138.00","136.00","25.00M","0.73%"
"2016年1月18日","137.00","135.00","138.00","134.50","37.01M","0.00%"
"2016年1月15日","137.00","137.50","138.00","135.50","79.65M","4.18%"
"2016年1月14日","131.50","130.50","132.00","130.50","39.50M","-1.50%"
"2016年1月13日","133.50","133.50","135.50","133.00","50.24M","0.38%"
"2016年1月12日","133.00","133.00","134.00","131.50","35.13M","0.00%"
"2016年1月11日","133.00","133.00","134.50","130.50","48.54M","-0.75%"
"2016年1月8日","134.00","132.00","135.00","132.00","52.64M","0.75%"
"2016年1月7日","133.00","134.50","135.00","130.50","63.48M","-1.85%"
"2016年1月6日","135.50","138.00","138.00","135.00","53.87M","-1.81%"
"2016年1月5日","138.00","139.00","140.00","137.00","46.50M","-1.08%"
"2016年1月4日","139.50","142.50","143.50","139.00","43.80M","-2.45%"
"2015年12月31日","143.00","142.00","144.00","141.00","18.68M","0.35%"
"2015年12月30日","142.50","142.50","144.00","142.00","14.71M","0.35%"
"2015年12月29日","142.00","143.50","144.00","141.50","12.97M","-1.05%"
"2015年12月28日","143.50","143.50","144.00","143.00","10.83M","0.35%"
"2015年12月25日","143.00","142.00","143.50","142.00","6.17M","0.70%"
"2015年12月24日","142.00","143.00","143.50","142.00","13.50M","0.35%"
"2015年12月23日","141.50","141.00","143.00","140.50","18.15M","-0.35%"
"2015年12月22日","142.00","141.00","142.00","140.50","17.21M","0.35%"
"2015年12月21日","141.50","141.50","142.50","140.50","26.94M","-0.35%"
"2015年12月18日","142.00","143.00","145.00","142.00","41.62M","-2.07%"
"2015年12月17日","145.00","144.50","145.00","143.00","34.71M","1.05%"
"2015年12月16日","143.50","142.00","144.00","141.00","58.67M","3.99%"
"2015年12月15日","138.00","139.50","140.50","138.00","27.97M","-0.72%"
"2015年12月14日","139.00","137.50","139.50","137.50","37.67M","-0.36%"
"2015年12月11日","139.50","141.00","142.00","139.00","32.03M","-1.06%"
"2015年12月10日","141.00","140.50","141.50","139.00","41.49M","0.36%"
"2015年12月9日","140.50","142.00","142.00","140.50","30.64M","-1.40%"
"2015年12月8日","142.50","143.50","144.00","141.00","34.04M","-0.70%"
"2015年12月7日","143.50","142.00","144.50","142.00","41.10M","2.14%"
"2015年12月4日","140.50","141.00","142.50","140.50","31.78M","-1.40%"
"2015年12月3日","142.50","141.50","143.00","141.50","28.20M","0.00%"
"2015年12月2日","142.50","144.00","144.00","142.00","31.77M","0.00%"
"2015年12月1日","142.50","140.50","142.50","138.50","48.93M","2.52%"
"2015年11月30日","139.00","136.50","139.00","136.00","110.35M","0.00%"
"2015年11月27日","139.00","143.00","143.00","139.00","26.74M","-2.46%"
"2015年11月26日","142.50","141.00","142.50","140.00","32.93M","1.06%"
"2015年11月25日","141.00","139.50","141.00","138.50","34.54M","1.08%"
"2015年11月24日","139.50","140.00","141.50","139.50","23.25M","-1.06%"
"2015年11月23日","141.00","141.00","141.50","140.00","20.54M","0.00%"
"2015年11月20日","141.00","140.50","141.00","140.00","21.65M","0.36%"
"2015年11月19日","140.50","138.50","140.50","138.00","28.72M","2.55%"
"2015年11月18日","137.00","139.50","140.00","136.50","29.46M","-1.08%"
"2015年11月17日","138.50","138.00","140.00","137.50","28.22M","2.59%"
"2015年11月16日","135.00","134.00","135.50","134.00","32.13M","-0.74%"
"2015年11月13日","136.00","137.50","139.00","136.00","22.96M","-1.81%"
"2015年11月12日","138.50","138.50","139.00","138.00","16.49M","0.73%"
"2015年11月11日","137.50","140.50","140.50","136.50","29.46M","-1.43%"
"2015年11月10日","139.50","141.50","141.50","139.00","23.34M","-1.76%"
"2015年11月9日","142.00","141.00","143.00","140.50","24.86M","1.43%"
"2015年11月6日","140.00","144.00","144.00","139.00","51.89M","-1.75%"
"2015年11月5日","142.50","144.00","144.50","142.50","37.83M","-1.38%"
"2015年11月4日","144.50","141.50","144.50","141.00","75.69M","3.58%"
"2015年11月3日","139.50","138.50","140.00","138.00","36.44M","1.45%"
"2015年11月2日","137.50","138.50","138.50","135.50","22.79M","0.73%"
"2015年10月30日","136.50","137.00","137.50","136.00","28.29M","0.00%"
"2015年10月29日","136.50","139.00","139.50","136.50","20.46M","-1.09%"
"2015年10月28日","138.00","137.00","139.00","137.00","22.56M","-0.72%"
"2015年10月27日","139.00","138.50","140.00","137.50","26.56M","-0.71%"
"2015年10月26日","140.00","140.50","140.50","139.00","24.41M","0.00%"
"2015年10月23日","140.00","140.00","140.50","139.00","35.67M","1.82%"
"2015年10月22日","137.50","138.00","138.50","137.00","15.17M","-0.72%"
"2015年10月21日","138.50","139.50","140.00","137.50","20.01M","-0.36%"
"2015年10月20日","139.00","139.00","139.00","137.50","28.80M","0.72%"
"2015年10月19日","138.00","138.50","139.00","137.00","26.17M","0.36%"
"2015年10月16日","137.50","137.00","137.50","136.00","37.19M","-1.79%"
"2015年10月15日","140.00","139.00","141.00","139.00","73.32M","2.56%"
"2015年10月14日","136.50","136.50","137.50","136.00","65.52M","-0.73%"
"2015年10月13日","137.50","138.50","138.50","136.00","37.23M","-0.72%"
"2015年10月12日","138.50","137.00","139.00","136.50","51.62M","1.84%"
"2015年10月8日","136.00","137.00","137.00","135.00","32.05M","0.74%"
"2015年10月7日","135.00","133.50","135.00","133.00","32.54M","1.50%"
"2015年10月6日","133.00","135.00","135.50","132.50","49.93M","0.38%"
"2015年10月5日","132.50","133.00","133.50","131.50","30.90M","0.38%"
"2015年10月2日","132.00","132.50","132.50","131.50","25.25M","-1.12%"
"2015年10月1日","133.50","131.00","134.00","129.50","53.40M","2.69%"
"2015年9月30日","130.00","128.00","131.00","127.00","76.38M","2.36%"
"2015年9月29日","127.00","127.00","127.50","125.00","24.69K","0.00%"
"2015年9月25日","127.00","127.00","127.50","125.00","24.69M","0.00%"
"2015年9月24日","127.00","127.00","128.00","125.50","44.71M","2.01%"
"2015年9月23日","124.50","127.00","127.50","124.50","35.52M","-3.49%"
"2015年9月22日","129.00","130.00","130.00","128.50","18.38M","-0.39%"
"2015年9月21日","129.50","130.00","130.00","128.50","35.27M","-1.52%"
"2015年9月18日","131.50","129.50","131.50","129.00","32.59M","0.38%"
"2015年9月17日","131.00","130.50","131.50","130.00","52.53M","1.16%"
"2015年9月16日","129.50","128.00","130.00","127.50","44.14M","2.78%"
"2015年9月15日","126.00","127.50","128.00","125.50","22.22M","-1.18%"
"2015年9月14日","127.50","128.00","129.00","126.00","25.58M","0.00%"
"2015年9月11日","127.50","125.50","127.50","124.00","24.55M","2.00%"
"2015年9月10日","125.00","127.00","128.00","125.00","34.03M","-3.10%"
"2015年9月9日","129.00","126.50","129.00","126.50","53.97M","4.88%"
"2015年9月8日","123.00","122.50","123.50","122.00","15.11M","0.41%"
"2015年9月7日","122.50","124.50","126.00","122.00","26.15M","-2.00%"
"2015年9月4日","125.00","126.50","127.00","123.50","23.05M","-1.57%"
"2015年9月3日","127.00","127.50","127.50","125.00","24.05M","1.20%"
"2015年9月2日","125.50","123.00","127.00","123.00","37.23M","1.21%"
"2015年9月1日","124.00","127.50","127.50","124.00","42.39M","-3.88%"
"2015年8月31日","129.00","126.00","129.00","123.50","57.09M","3.20%"
"2015年8月28日","125.00","127.00","127.00","124.50","41.88M","0.81%"
"2015年8月27日","124.00","125.00","125.00","122.00","53.55M","1.22%"
"2015年8月26日","122.50","121.00","124.50","119.50","65.90M","-0.81%"
"2015年8月25日","123.50","118.00","124.00","117.50","99.48M","7.39%"
"2015年8月24日","115.00","120.00","121.00","112.50","118.88M","-4.96%"
"2015年8月21日","121.00","123.00","124.50","121.00","67.34M","-3.97%"
"2015年8月20日","126.00","124.50","126.00","123.50","38.77M","0.80%"
"2015年8月19日","125.00","127.50","127.50","124.00","47.21M","-0.79%"
"2015年8月18日","126.00","125.00","126.50","125.00","41.82M","1.61%"
"2015年8月17日","124.00","125.50","125.50","123.00","38.96M","-1.59%"
"2015年8月14日","126.00","128.00","128.50","125.00","40.37M","-1.56%"
"2015年8月13日","128.00","129.00","130.00","127.50","43.70M","-0.39%"
"2015年8月12日","128.50","129.50","130.00","127.50","45.84M","-1.53%"
"2015年8月11日","130.50","133.50","133.50","130.50","65.99M","1.16%"
"2015年8月10日","129.00","131.00","131.00","125.50","65.58M","-3.01%"
"2015年8月7日","133.00","133.00","133.50","131.50","30.59M","-0.75%"
"2015年8月6日","134.00","136.00","136.00","132.00","39.66M","0.00%"
"2015年8月5日","134.00","135.50","135.50","134.00","28.58M","-1.83%"
"2015年8月4日","136.50","135.00","136.50","134.50","27.51M","1.49%"
"2015年8月3日","134.50","138.50","138.50","134.50","33.82M","-3.58%"
"2015年7月31日","139.50","140.50","140.50","137.50","40.48M","0.72%"
"2015年7月30日","138.50","136.00","139.00","136.00","37.09M","2.21%"
"2015年7月29日","135.50","135.00","136.00","134.50","30.50M","1.12%"
"2015年7月28日","134.00","135.00","136.50","134.00","35.78M","0.00%"
"2015年7月27日","134.00","135.00","135.50","134.00","45.08M","-2.19%"
"2015年7月24日","137.00","138.00","138.00","136.00","39.06M","0.74%"
"2015年7月23日","136.00","137.00","137.50","136.00","38.18M","-2.16%"
"2015年7月22日","139.00","139.00","139.50","138.00","27.41M","-1.07%"
"2015年7月21日","140.50","141.00","141.50","139.50","21.86M","1.08%"
"2015年7月20日","139.00","141.50","142.00","138.50","27.91M","-0.71%"
"2015年7月17日","140.00","138.00","140.00","138.00","55.85M","2.56%"
"2015年7月16日","136.50","140.00","140.00","135.50","37.25M","-1.44%"
"2015年7月15日","138.50","139.00","139.50","138.00","23.49M","0.00%"
"2015年7月14日","138.50","139.50","140.50","138.00","27.57M","0.00%"
"2015年7月13日","138.50","137.00","139.50","137.00","35.40M","1.47%"
"2015年7月9日","136.50","134.00","138.00","134.00","53.78M","-1.09%"
"2015年7月8日","138.00","140.50","141.00","138.00","52.07M","-1.78%"
"2015年7月7日","140.50","141.00","142.00","140.50","26.55M","0.00%"
"2015年7月6日","140.50","141.00","141.50","140.50","20.68M","-1.40%"
"2015年7月3日","142.50","141.50","142.50","140.00","17.09M","0.71%"
"2015年7月2日","141.50","140.50","142.00","140.50","24.31M","0.35%"
"2015年7月1日","141.00","140.00","142.50","139.00","33.33M","0.36%"
"2015年6月30日","140.50","139.00","140.50","138.50","45.38M","1.44%"
"2015年6月29日","138.50","140.50","141.00","138.50","53.10M","-5.14%"
"2015年6月26日","146.00","147.00","147.50","145.50","34.17M","-0.34%"
"2015年6月25日","146.50","145.00","147.00","145.00","45.57M","1.03%"
"2015年6月24日","145.00","144.50","145.00","143.50","21.13M","0.35%"
"2015年6月23日","144.50","143.00","145.00","142.50","37.81M","1.76%"
"2015年6月22日","142.00","142.00","143.50","142.00","29.60M","0.00%"
"2015年6月18日","142.00","142.00","143.00","142.00","28.63M","-0.35%"
"2015年6月17日","142.50","143.00","143.50","142.00","31.68M","0.35%"
"2015年6月16日","142.00","143.00","143.00","141.00","28.70M","-0.70%"
"2015年6月15日","143.00","144.50","144.50","142.50","23.78M","-1.04%"
"2015年6月12日","144.50","144.00","144.50","142.50","35.24M","0.70%"
"2015年6月11日","143.50","141.00","144.00","141.00","46.46M","2.87%"
"2015年6月10日","139.50","141.00","141.50","139.50","37.24M","0.36%"
"2015年6月9日","139.00","138.50","140.00","138.00","31.66M","0.36%"
"2015年6月8日","138.50","139.50","140.00","138.50","45.64M","-1.07%"
"2015年6月5日","140.00","139.50","140.50","139.00","42.85M","-0.71%"
"2015年6月4日","141.00","142.00","142.50","140.00","62.31M","-1.40%"
"2015年6月3日","143.00","143.50","144.50","143.00","30.17M","-0.69%"
"2015年6月2日","144.00","144.50","144.50","143.50","33.43M","-0.69%"
"2015年6月1日","145.00","145.50","146.00","144.00","31.65M","-0.68%"
"2015年5月29日","146.00","147.00","147.50","145.50","61.98M","-0.68%"
"2015年5月28日","147.00","147.00","147.50","146.00","36.70M","1.38%"
"2015年5月27日","145.00","145.50","147.00","145.00","24.26M","-1.02%"
"2015年5月26日","146.50","148.50","148.50","146.50","16.07M","-0.68%"
"2015年5月25日","147.50","146.50","147.50","145.50","16.32M","1.37%"
"2015年5月22日","145.50","146.00","147.00","145.00","22.10M","0.00%"
"2015年5月21日","145.50","146.00","146.50","144.50","41.29M","-0.68%"
"2015年5月20日","146.50","146.50","147.00","146.00","26.98M","0.00%"
"2015年5月19日","146.50","145.50","147.50","145.00","26.32M","0.00%"
"2015年5月18日","146.50","147.00","147.00","145.00","26.21M","0.00%"
"2015年5月15日","146.50","147.00","147.00","145.00","24.83M","0.34%"
"2015年5月14日","146.00","148.00","148.50","146.00","39.89M","-1.35%"
"2015年5月13日","148.00","147.50","149.00","147.00","19.44M","0.34%"
"2015年5月12日","147.50","147.00","148.50","147.00","24.96M","-0.67%"
"2015年5月11日","148.50","149.00","149.00","147.00","20.40M","1.37%"
"2015年5月8日","146.50","146.00","147.50","146.00","20.04M","0.00%"
"2015年5月7日","146.50","146.00","147.50","146.00","21.91K","-0.68%"
"2015年5月6日","147.50","145.50","148.00","145.50","18.82K","0.34%"
"2015年5月5日","147.00","147.50","148.00","146.00","27.79K","-0.34%"
"2015年5月4日","147.50","148.50","148.50","146.00","30.87K","0.34%"
"2015年4月30日","147.00","147.00","148.50","146.50","48.98K","-1.01%"
"2015年4月29日","148.50","150.00","151.00","148.00","37.44K","-1.98%"
"2015年4月28日","151.50","153.50","153.50","150.50","43.30K","0.00%"
"2015年4月27日","151.50","153.00","153.00","150.00","58.11K","-0.66%"
"2015年4月24日","152.50","149.00","152.50","148.50","135.46K","3.74%"
"2015年4月23日","147.00","145.50","147.00","145.00","47.85K","2.44%"
"2015年4月22日","143.50","143.50","145.00","143.00","40.63K","0.70%"
"2015年4月21日","142.50","142.00","143.50","141.50","40.89K","-0.35%"
"2015年4月20日","143.00","142.00","144.00","141.50","43.59K","0.35%"
"2015年4月17日","142.50","143.00","144.00","142.50","79.01K","-3.06%"
"2015年4月16日","147.00","145.00","147.00","144.50","55.56K","2.80%"
"2015年4月15日","143.00","143.50","144.50","141.50","71.63K","-0.69%"
"2015年4月14日","144.00","145.00","145.50","143.50","41.70K","-2.04%"
"2015年4月13日","147.00","146.50","147.50","146.00","26.43K","0.00%"
"2015年4月10日","147.00","146.00","147.00","145.00","33.91K","2.80%"
"2015年4月9日","143.00","144.00","145.50","143.00","47.24K","0.00%"
"2015年4月8日","143.00","145.50","146.00","143.00","49.47K","-2.05%"
"2015年4月7日","146.00","146.50","147.50","145.00","34.90K","-0.68%"
"2015年4月2日","147.00","145.00","148.00","144.50","52.17K","2.08%"
"2015年4月1日","144.00","145.00","145.00","143.50","39.06K","-1.03%"
"2015年3月31日","145.50","144.00","145.50","143.00","56.92K","2.11%"
"2015年3月30日","142.50","142.50","144.00","142.00","64.90K","0.00%"
"2015年3月27日","142.50","144.00","145.50","142.50","112.92K","-2.06%"
"2015年3月26日","145.50","145.50","147.00","144.50","162.84K","-3.64%"
"2015年3月25日","151.00","152.00","152.50","150.50","50.14K","-0.33%"
"2015年3月24日","151.50","153.50","153.50","151.50","38.21K","-1.30%"
"2015年3月23日","153.50","154.00","154.00","152.50","26.37K","-0.32%"
"2015年3月20日","154.00","151.50","154.00","151.50","38.59K","0.00%"
"2015年3月19日","154.00","152.50","155.00","152.50","43.51K","0.33%"
"2015年3月18日","153.50","151.00","154.00","150.00","71.22K","3.02%"
"2015年3月17日","149.00","148.50","150.00","148.50","55.77K","2.05%"
"2015年3月16日","146.00","149.00","149.50","146.00","37.46K","-2.01%"
"2015年3月13日","149.00","148.00","149.50","147.00","46.41K","0.68%"
"2015年3月12日","148.00","147.00","148.50","146.50","32.36K","1.37%"
"2015年3月11日","146.00","143.50","148.00","143.00","51.83K","1.39%"
"2015年3月10日","144.00","145.00","145.00","144.00","46.86K","-1.03%"
"2015年3月9日","145.50","147.50","147.50","145.00","67.55K","-2.35%"
"2015年3月6日","149.00","149.00","149.50","148.50","33.21K","-0.67%"
"2015年3月5日","150.00","150.00","151.00","148.50","29.85K","-0.33%"
"2015年3月4日","150.50","150.00","151.50","149.00","32.78K","0.00%"
"2015年3月3日","150.50","150.00","151.00","148.50","29.21K","1.01%"
"2015年3月2日","149.00","151.50","153.00","148.50","41.71K","-1.00%"
"2015年2月26日","150.50","153.50","154.00","150.50","58.41K","-2.59%"
"2015年2月25日","154.50","152.50","154.50","152.50","48.33K","2.32%"
"2015年2月24日","151.00","149.00","152.00","148.50","74.44K","1.68%"
"2015年2月13日","148.50","148.50","150.00","148.00","38.57K","0.00%"
"2015年2月12日","148.50","149.50","149.50","147.50","35.03K","0.34%"
"2015年2月11日","148.00","146.00","149.00","146.00","71.43K","3.86%"
"2015年2月10日","142.50","142.00","143.00","141.50","33.45K","0.35%"
"2015年2月9日","142.00","143.00","143.50","141.50","26.65K","-0.70%"
"2015年2月6日","143.00","145.50","145.50","143.00","28.67K","-1.72%"
"2015年2月5日","145.50","145.50","146.00","143.50","25.33K","-0.34%"
"2015年2月4日","146.00","144.50","146.50","144.00","43.15K","1.04%"
"2015年2月3日","144.50","143.00","144.50","142.00","27.23K","1.40%"
"2015年2月2日","142.50","140.50","143.00","140.50","30.38K","1.06%"
"2015年1月30日","141.00","145.00","145.50","141.00","44.41K","-1.74%"
"2015年1月29日","143.50","144.00","145.00","143.00","36.89K","-2.05%"
"2015年1月28日","146.50","146.50","147.00","145.50","48.37K","-0.34%"
"2015年1月27日","147.00","145.50","147.00","144.50","53.36K","1.38%"
"2015年1月26日","145.00","145.50","145.50","143.50","46.94K","0.00%"
"2015年1月23日","145.00","142.50","145.00","142.50","82.36K","3.57%"
"2015年1月22日","140.00","141.50","142.00","139.50","45.65K","-0.71%"
"2015年1月21日","141.00","139.50","141.00","139.50","77.29K","2.17%"
"2015年1月20日","138.00","139.00","139.00","137.50","33.80K","-0.72%"
"2015年1月19日","139.00","138.50","139.50","137.50","50.18K","1.46%"
"2015年1月16日","137.00","140.00","140.00","136.00","129.04K","4.18%"
"2015年1月15日","131.50","131.50","133.00","131.50","41.00K","1.15%"
"2015年1月14日","130.00","132.50","133.00","130.00","49.45K","-1.89%"
"2015年1月13日","132.50","131.00","133.00","130.50","38.09K","0.38%"
"2015年1月12日","132.00","132.50","133.50","132.00","30.40K","-1.49%"
"2015年1月9日","134.00","135.00","135.50","133.00","61.92K","-2.90%"
"2015年1月8日","138.00","136.50","138.00","136.00","42.55K","2.99%"
"2015年1月7日","134.00","133.50","135.00","133.50","43.89K","0.37%"
"2015年1月6日","133.50","137.50","137.50","133.00","67.65K","-4.30%"
"2015年1月5日","139.50","140.50","140.50","137.50","32.21K","-1.06%"
"2014年12月31日","141.00","139.00","141.00","139.00","18.35K","0.71%"
"2014年12月30日","140.00","141.00","141.50","139.00","23.59K","-0.71%"
"2014年12月29日","141.00","138.00","141.00","138.00","35.08K","1.81%"
"2014年12月27日","138.50","139.00","139.00","137.50","4.82K","-0.36%"
"2014年12月26日","139.00","138.00","139.00","137.00","13.18K","1.09%"
"2014年12月25日","137.50","137.00","138.00","137.00","7.39K","-0.36%"
"2014年12月24日","138.00","136.00","138.00","136.00","16.72K","0.36%"
"2014年12月23日","137.50","139.00","140.00","137.00","19.16K","-0.72%"
"2014年12月22日","138.50","137.50","140.00","137.00","35.00K","0.36%"
"2014年12月19日","138.00","134.50","138.00","134.00","44.59K","4.94%"
"2014年12月18日","131.50","132.00","133.00","131.00","51.90K","0.77%"
"2014年12月17日","130.50","133.00","133.00","130.00","84.67K","-1.88%"
"2014年12月16日","133.00","134.50","135.50","133.00","41.27K","-2.21%"
"2014年12月15日","136.00","134.50","136.50","134.50","45.20K","0.74%"
"2014年12月12日","135.00","135.00","136.00","134.50","31.50K","0.37%"
"2014年12月11日","134.50","135.00","136.00","134.50","41.67K","-1.10%"
"2014年12月10日","136.00","138.00","139.00","136.00","39.85K","-1.45%"
"2014年12月9日","138.00","138.00","139.00","137.50","31.93K","0.00%"
"2014年12月8日","138.00","138.00","138.50","137.00","19.85K","0.36%"
"2014年12月5日","137.50","138.50","139.50","137.00","29.43K","-1.08%"
"2014年12月4日","139.00","139.00","140.00","138.50","28.28K","0.72%"
"2014年12月3日","138.00","137.50","139.00","136.50","40.18K","0.36%"
"2014年12月2日","137.50","139.50","139.50","137.50","54.78K","-1.79%"
"2014年12月1日","140.00","139.00","142.00","138.50","50.12K","-1.06%"
"2014年11月28日","141.50","139.00","141.50","139.00","36.08K","1.07%"
"2014年11月27日","140.00","140.00","142.00","140.00","26.58K","0.72%"
"2014年11月26日","139.00","138.50","139.00","138.00","23.20K","0.00%"
"2014年11月25日","139.00","138.50","140.00","138.50","42.94K","0.36%"
"2014年11月24日","138.50","140.00","140.50","138.00","33.41K","0.00%"
"2014年11月21日","138.50","139.50","139.50","137.50","30.62K","-0.36%"
"2014年11月20日","139.00","137.50","139.00","137.00","44.22K","2.21%"
"2014年11月19日","136.00","133.00","136.50","132.50","71.40K","3.42%"
"2014年11月18日","131.50","134.00","134.50","131.00","43.23K","-1.13%"
"2014年11月17日","133.00","135.00","135.50","132.50","24.77K","-1.48%"
"2014年11月14日","135.00","134.00","135.00","133.50","24.36K","0.75%"
"2014年11月13日","134.00","133.50","134.50","132.50","25.06K","1.52%"
"2014年11月12日","132.00","134.50","134.50","131.50","27.43K","-1.49%"
"2014年11月11日","134.00","135.00","135.00","133.00","20.48K","-0.37%"
"2014年11月10日","134.50","132.50","134.50","132.00","43.17K","2.67%"
"2014年11月7日","131.00","131.50","131.50","130.50","17.39K","-0.76%"
"2014年11月6日","132.00","132.50","132.50","131.50","28.56K","0.00%"
"2014年11月5日","132.00","131.50","132.00","131.00","22.64K","0.00%"
"2014年11月4日","132.00","132.00","132.00","131.00","32.57K","0.76%"
"2014年11月3日","131.00","132.00","132.50","130.50","45.31K","0.38%"
"2014年10月31日","130.50","128.00","130.50","127.50","42.41K","1.56%"
"2014年10月30日","128.50","128.50","129.00","127.00","35.72K","-0.39%"
"2014年10月29日","129.00","129.00","129.50","128.00","34.86K","0.78%"
"2014年10月28日","128.00","129.00","129.50","127.50","35.02K","0.00%"
"2014年10月27日","128.00","126.50","128.00","126.50","25.15K","1.99%"
"2014年10月24日","125.50","127.00","127.50","125.00","42.16K","-1.57%"
"2014年10月23日","127.50","128.00","128.50","127.50","28.09K","-1.16%"
"2014年10月22日","129.00","127.50","129.00","127.50","65.86K","3.20%"
"2014年10月21日","125.00","126.00","126.00","124.50","25.65K","-0.79%"
"2014年10月20日","126.00","125.00","126.00","124.50","38.62K","2.02%"
"2014年10月17日","123.50","125.00","125.50","123.50","92.08K","1.65%"
"2014年10月16日","121.50","121.50","124.00","120.00","46.43K","0.00%"
"2014年10月15日","121.50","121.50","123.00","121.00","50.50K","0.41%"
"2014年10月14日","121.00","120.00","121.50","119.50","31.89K","0.41%"
"2014年10月13日","120.50","119.00","121.50","118.00","77.99K","-3.60%"
"2014年10月9日","125.00","124.00","125.00","123.50","37.12K","2.04%"
"2014年10月8日","122.50","123.50","125.00","122.50","30.94K","-2.00%"
"2014年10月7日","125.00","125.00","125.50","123.50","40.19K","-0.79%"
"2014年10月6日","126.00","125.00","126.00","124.00","39.29K","1.20%"
"2014年10月3日","124.50","122.50","125.00","122.00","52.04K","2.89%"
"2014年10月2日","121.00","121.00","122.50","120.50","30.80K","-0.41%"
"2014年10月1日","121.50","120.00","122.00","120.00","42.58K","1.25%"
"2014年9月30日","120.00","120.00","121.00","119.00","52.03K","-0.41%"
"2014年9月29日","120.50","122.00","122.00","120.00","55.07K","-0.41%"
"2014年9月26日","121.00","121.00","121.50","120.50","25.41K","-0.82%"
"2014年9月25日","122.00","123.00","124.00","121.50","23.84K","-0.81%"
"2014年9月24日","123.00","122.00","124.00","122.00","28.55K","0.41%"
"2014年9月23日","122.50","123.00","123.50","122.00","16.21K","0.41%"
"2014年9月22日","122.00","124.00","124.00","122.00","40.66K","-2.40%"
"2014年9月19日","125.00","125.50","126.00","125.00","30.78K","0.00%"
"2014年9月18日","125.00","124.50","125.00","123.50","14.79K","0.40%"
"2014年9月17日","124.50","123.50","125.00","123.00","24.02K","1.63%"
"2014年9月16日","122.50","123.00","123.00","122.00","19.25K","-0.81%"
"2014年9月15日","123.50","122.50","123.50","122.00","19.64K","0.41%"
"2014年9月12日","123.00","124.50","125.00","123.00","20.30K","-1.60%"
"2014年9月11日","125.00","126.00","126.00","125.00","24.33K","0.00%"
"2014年9月10日","125.00","126.00","126.00","124.00","29.72K","-1.57%"
"2014年9月9日","127.00","127.50","127.50","126.50","24.36K","0.00%"
"2014年9月5日","127.00","128.50","128.50","125.50","20.13K","-0.39%"
"2014年9月4日","127.50","128.00","128.00","126.00","22.11K","-0.39%"
"2014年9月3日","128.00","127.00","128.00","125.50","24.64K","1.59%"
"2014年9月2日","126.00","128.00","128.00","125.50","20.06K","-1.95%"
"2014年9月1日","128.50","125.00","128.50","125.00","37.52K","3.63%"
"2014年8月29日","124.00","124.50","125.00","124.00","28.36K","-0.80%"
"2014年8月28日","125.00","126.00","126.00","124.50","21.76K","-0.40%"
"2014年8月27日","125.50","125.50","126.00","124.50","36.84K","0.80%"
"2014年8月26日","124.50","125.00","125.50","124.00","30.43K","-0.40%"
"2014年8月25日","125.00","125.50","126.00","125.00","21.11K","-0.40%"
"2014年8月22日","125.50","124.50","126.00","123.50","42.78K","0.80%"
"2014年8月21日","124.50","126.00","126.00","124.00","23.09K","-0.80%"
"2014年8月20日","125.50","125.00","125.50","124.50","28.98K","1.21%"
"2014年8月19日","124.00","124.00","125.00","123.50","31.92K","0.81%"
"2014年8月18日","123.00","124.00","124.00","122.50","14.77K","-0.81%"
"2014年8月15日","124.00","124.50","125.00","123.00","19.19K","0.00%"
"2014年8月14日","124.00","123.50","124.00","123.00","32.96K","1.22%"
"2014年8月13日","122.50","121.00","123.50","120.50","39.84K","0.82%"
"2014年8月12日","121.50","121.00","122.00","120.50","32.28K","0.83%"
"2014年8月11日","120.50","120.00","121.00","119.50","42.99K","0.00%"
